Département,Région,Ville,Gazole_prix,SP95_prix,E85_prix,GPLc_prix,E10_prix,SP98_prix,Nombre d'occurrences
Charente-Maritime,Nouvelle-Aquitaine,Saint-Georges-de-Didonne,1.933,,1.029,,1.909,1.999,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Jean-d'Angély,1.9316666666666666,1.956,,1.0625,1.8215,1.9823333333333333,3
Charente-Maritime,Nouvelle-Aquitaine,Saint-Léger,2.3415,,,1.149,2.2965,2.4265,3
Pas-de-Calais,Hauts-de-France,Saint-Léger,2.019,,1.399,1.054,2.019,2.086,3
Charente-Maritime,Nouvelle-Aquitaine,Saint-Martin-de-Ré,1.8575,1.865,0.998,,1.819,1.906,2
Charente-Maritime,Nouvelle-Aquitaine,Saint-Palais-sur-Mer,1.933,,,,1.91,1.995,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Pierre-d'Oléron,1.9056666666666668,1.867,0.9604999999999999,,1.835,1.9416666666666667,3
Charente-Maritime,Nouvelle-Aquitaine,Saint-Porchaire,1.87,,,,1.85,1.92,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Rogatien,1.876,,,,1.849,1.949,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Sauveur-d'Aunis,1.914,1.92,,1.016,,1.944,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Savinien,1.9220000000000002,,,,1.9,1.98,2
Charente-Maritime,Nouvelle-Aquitaine,Saint-Sulpice-de-Royan,1.958,,,,1.934,1.999,1
Charente-Maritime,Nouvelle-Aquitaine,Saint-Xandre,1.815,1.933,,,,1.964,1
Charente-Maritime,Nouvelle-Aquitaine,Sainte-Marie-de-Ré,1.971,,,,1.97,1.99,1
Charente-Maritime,Nouvelle-Aquitaine,Saintes,1.9165555555555553,,0.9735,0.985,1.8776666666666668,1.9501111111111114,9
Charente-Maritime,Nouvelle-Aquitaine,Salles-sur-Mer,1.849,,,,1.849,1.915,1
Charente-Maritime,Nouvelle-Aquitaine,Saujon,1.8940000000000001,,0.998,,1.862,1.9420000000000002,2
Charente-Maritime,Nouvelle-Aquitaine,Semussac,1.877,,,,1.869,1.972,1
Charente-Maritime,Nouvelle-Aquitaine,Soubise,1.917,,,,1.887,,1
Charente-Maritime,Nouvelle-Aquitaine,Surgères,1.91525,1.99,0.9755,0.86,1.8396666666666668,1.9156666666666666,4
Charente-Maritime,Nouvelle-Aquitaine,Tonnay-Charente,1.9015,,0.994,0.999,1.874,1.9825,2
Charente-Maritime,Nouvelle-Aquitaine,Vaux-sur-Mer,1.92,1.951,0.998,,1.911,1.977,2
Charente-Maritime,Nouvelle-Aquitaine,Villeneuve-la-Comtesse,1.99,2.08,,,,,1
Charente-Maritime,Nouvelle-Aquitaine,Échillais,1.867,,0.999,,1.859,1.955,1
Cher,Centre-Val de Loire,Argent-sur-Sauldre,1.971,,,,1.893,1.969,1
Cher,Centre-Val de Loire,Aubigny-sur-Nère,1.93,1.9129999999999998,0.998,,1.886,1.955,2
Cher,Centre-Val de Loire,Avord,1.929,,0.998,,1.915,1.988,1
Cher,Centre-Val de Loire,Baugy,1.979,2.049,,,,2.099,2
Saône-et-Loire,Bourgogne-Franche-Comté,Baugy,2.017,2.094,,,,2.134,2
Cher,Centre-Val de Loire,Belleville-sur-Loire,1.999,,,,1.982,2.067,1
Cher,Centre-Val de Loire,Blet,1.95,1.95,,,,,1
Cher,Centre-Val de Loire,Boulleret,2.01,,1.17,,1.96,,1
Cher,Centre-Val de Loire,Bourges,1.9434166666666668,1.9598,0.996,0.942,1.9014444444444445,1.9879166666666668,12
Cher,Centre-Val de Loire,Bruère-Allichamps,1.929,1.936,,,,1.989,1
Cher,Centre-Val de Loire,Bué,,,,,,,1
Cher,Centre-Val de Loire,Châteaumeillant,1.969,,0.998,,1.889,1.935,1
Cher,Centre-Val de Loire,Châteauneuf-sur-Cher,1.919,1.949,,,1.909,,1
Cher,Centre-Val de Loire,Dun-sur-Auron,1.953,2.049,,,1.947,2.043,2
Cher,Centre-Val de Loire,Farges-Allichamps,2.094,,,1.054,2.114,2.224,1
Cher,Centre-Val de Loire,Henrichemont,1.949,,,,1.849,1.919,1
Cher,Centre-Val de Loire,La Chapelle-Saint-Ursin,1.959,1.989,,,,2.003,1
Cher,Centre-Val de Loire,La Guerche-sur-l'Aubois,1.969,1.979,,,,1.995,1
Cher,Centre-Val de Loire,Le Châtelet,1.98,1.965,,,,1.999,1
Cher,Centre-Val de Loire,Les Aix-d'Angillon,1.959,,0.999,,1.939,1.999,1
Cher,Centre-Val de Loire,Lignières,1.917,1.935,,,1.916,1.983,1
Cher,Centre-Val de Loire,Marmagne,2.1365,,,1.149,2.1265,2.2415000000000003,2
Cher,Centre-Val de Loire,Mehun-sur-Yèvre,1.929,1.959,0.998,,1.89,1.989,2
Cher,Centre-Val de Loire,Neuvy-sur-Barangeon,2.059,2.089,,,,2.114,1
Cher,Centre-Val de Loire,Nérondes,1.959,,,,1.919,1.999,1
Cher,Centre-Val de Loire,Orval,1.929,,0.998,,1.925,,1
Cher,Centre-Val de Loire,Saint-Amand-Montrond,1.9416666666666667,1.9496666666666667,,,1.919,1.9685000000000001,3
Cher,Centre-Val de Loire,Saint-Doulchard,1.8969999999999998,,,0.939,1.8969999999999998,1.9745,2
Cher,Centre-Val de Loire,Saint-Florent-sur-Cher,1.919,1.959,1.008,,1.895,1.985,2
Cher,Centre-Val de Loire,Saint-Germain-du-Puy,1.946,,0.998,,1.905,,1
Cher,Centre-Val de Loire,Saint-Martin-d'Auxigny,1.955,1.975,,,,1.995,1
Cher,Centre-Val de Loire,Saint-Satur,1.969,,1.039,,1.939,,1
Cher,Centre-Val de Loire,Sancergues,2.119,2.135,,,,2.161,1
Cher,Centre-Val de Loire,Sancerre,2.0165,2.0305,,,1.941,2.0599999999999996,2
Cher,Centre-Val de Loire,Sancoins,1.9745,2.0294999999999996,,,,2.0695,2
Cher,Centre-Val de Loire,Vierzon,1.9208571428571428,1.9216666666666666,1.0,0.9884999999999999,1.8873333333333333,1.9721666666666666,7
Corrèze,Nouvelle-Aquitaine,Allassac,1.995,,0.998,,1.893,1.987,1
Corrèze,Nouvelle-Aquitaine,Altillac,1.95,1.939,,,1.903,,1
Corrèze,Nouvelle-Aquitaine,Argentat-sur-Dordogne,1.9595,,1.299,,1.9595,2.0145,2
Corrèze,Nouvelle-Aquitaine,Beynat,1.929,1.969,,,,1.999,1
Corrèze,Nouvelle-Aquitaine,Bort-les-Orgues,1.937,,1.035,,1.929,1.999,1
Corrèze,Nouvelle-Aquitaine,Brive-la-Gaillarde,1.940625,1.890666666666667,0.994,1.004,1.9066666666666665,1.9765714285714286,8
Corrèze,Nouvelle-Aquitaine,Bugeat,1.99,1.99,,,,,1
Corrèze,Nouvelle-Aquitaine,Chabrignac,1.981,,,,1.887,1.962,1
Corrèze,Nouvelle-Aquitaine,Collonges-la-Rouge,1.988,,,,1.956,2.043,1
Corrèze,Nouvelle-Aquitaine,Cosnac,1.94,,,,2.02,2.07,1
Corrèze,Nouvelle-Aquitaine,Donzenac,1.939,,,,1.899,1.979,1
Corrèze,Nouvelle-Aquitaine,Eygurande,1.9,1.92,,,,1.92,2
Corrèze,Nouvelle-Aquitaine,Eyrein,2.003,2.015,,,,2.025,1
Corrèze,Nouvelle-Aquitaine,Favars,1.845,,1.319,,,1.989,1
Corrèze,Nouvelle-Aquitaine,Laguenne-sur-Avalouze,1.885,1.909,0.999,1.099,,1.959,2
Corrèze,Nouvelle-Aquitaine,Le Pescher,1.99,,,,,1.99,1
Corrèze,Nouvelle-Aquitaine,Lubersac,1.915,1.945,,,1.875,1.975,1
Corrèze,Nouvelle-Aquitaine,Malemort,1.9415,1.941,0.998,,1.9104999999999999,1.978,2
Corrèze,Nouvelle-Aquitaine,Masseret,1.99,,1.259,1.054,1.99,1.99,1
Corrèze,Nouvelle-Aquitaine,Meymac,1.9426666666666668,1.9495,,,1.9140000000000001,2.009,3
Corrèze,Nouvelle-Aquitaine,Naves,1.929,,0.994,,1.907,1.99,1
Corrèze,Nouvelle-Aquitaine,Neuvic,1.964,,,,1.944,1.994,2
Dordogne,Nouvelle-Aquitaine,Neuvic,1.941,1.879,,,,1.949,2
Corrèze,Nouvelle-Aquitaine,Objat,1.8343333333333334,1.945,,,1.8664999999999998,1.963,3
Corrèze,Nouvelle-Aquitaine,Saint-Aulaire,1.938,1.947,,,1.918,1.995,1
Corrèze,Nouvelle-Aquitaine,Saint-Mexant,1.939,,,,1.919,1.999,1
Corrèze,Nouvelle-Aquitaine,Saint-Pardoux-l'Ortigier,1.99,1.99,,,,1.99,1
Corrèze,Nouvelle-Aquitaine,Saint-Sornin-Lavolps,1.889,,0.999,,1.879,1.979,1
Corrèze,Nouvelle-Aquitaine,Sainte-Fortunade,1.99,,,,1.99,1.99,1
Corrèze,Nouvelle-Aquitaine,Seilhac,1.92,,1.174,,1.898,1.99,1
Corrèze,Nouvelle-Aquitaine,Sornac,1.981,2.013,,,,,1
Corrèze,Nouvelle-Aquitaine,Treignac,1.896,,0.998,,1.885,1.947,1
Corrèze,Nouvelle-Aquitaine,Tulle,1.9363333333333335,1.88,0.998,,1.888,1.9555,4
Corrèze,Nouvelle-Aquitaine,Ussac,1.939,,,,1.899,1.979,1
Corrèze,Nouvelle-Aquitaine,Uzerche,1.9396666666666667,1.964,1.068,,1.9003333333333332,1.971,3
Corrèze,Nouvelle-Aquitaine,Varetz,1.968,1.978,,,,1.998,1
Corrèze,Nouvelle-Aquitaine,Vitrac-sur-Montane,1.99,,,1.054,1.99,1.99,1
Corrèze,Nouvelle-Aquitaine,Égletons,1.9593333333333334,,1.029,,1.949,1.9960000000000002,3
Corse-du-Sud,Corse,Ajaccio,1.9595,1.967875,,1.283,1.995,,16
Corse-du-Sud,Corse,Alata,1.938,1.938,,,,,1
Corse-du-Sud,Corse,Bastelicaccia,1.988,1.998,,,,,1
Corse-du-Sud,Corse,Bonifacio,1.99,1.99,,,,,2
Corse-du-Sud,Corse,Cargèse,1.99,1.99,,,,,1
Corse-du-Sud,Corse,Casaglione,1.96,1.98,,,,,1
Corse-du-Sud,Corse,Coggia,1.959,1.989,,,,,1
Corse-du-Sud,Corse,Cozzano,2.221,2.238,,,,,1
Corse-du-Sud,Corse,Grosseto-Prugna,1.9593333333333334,1.9626666666666666,,,,,3
Corse-du-Sud,Corse,Guitera-les-Bains,1.875,1.99,,,,,1
Corse-du-Sud,Corse,Lecci,1.99,1.99,,,,,1
Corse-du-Sud,Corse,Levie,1.9,1.99,,,,,1
Corse-du-Sud,Corse,Olmeto,1.99,1.99,,,,,2
Corse-du-Sud,Corse,Ota,1.92,1.97,,,,,1
Corse-du-Sud,Corse,Petreto-Bicchisano,1.998,1.998,,,,,1
Corse-du-Sud,Corse,Piana,2.039,2.061,,,,,1
Corse-du-Sud,Corse,Pianottoli-Caldarello,1.99,1.99,,,1.99,,2
Corse-du-Sud,Corse,Pietrosella,1.97,1.97,,,,,1
Corse-du-Sud,Corse,Porto-Vecchio,1.9861428571428572,1.9897142857142858,,1.2349999999999999,,,7
Corse-du-Sud,Corse,Propriano,1.975,1.9849999999999999,,1.31,,,2
Corse-du-Sud,Corse,Sari-Solenzara,1.9449999999999998,1.9649999999999999,,,,,2
Corse-du-Sud,Corse,Sarrola-Carcopino,1.9475,1.9505,,1.283,,,2
Corse-du-Sud,Corse,Sartène,1.99,1.99,,,,,3
Corse-du-Sud,Corse,Serra-di-Ferro,2.0,2.02,,,,,1
Corse-du-Sud,Corse,Serriera,1.989,1.989,,,,,1
Corse-du-Sud,Corse,Vico,1.9765000000000001,2.0095,,,,,2
Corse-du-Sud,Corse,Zonza,1.9825,1.9925000000000002,,,,,2
Creuse,Nouvelle-Aquitaine,Ahun,1.923,,0.998,,1.901,1.971,1
Creuse,Nouvelle-Aquitaine,Aubusson,1.961,1.909,0.998,,1.92,1.9735,2
Creuse,Nouvelle-Aquitaine,Auzances,1.899,,0.999,,1.929,1.999,2
Creuse,Nouvelle-Aquitaine,Bonnat,1.969,,0.999,,1.909,1.989,1
Creuse,Nouvelle-Aquitaine,Bourganeuf,1.967,1.949,,,,1.977,1
Creuse,Nouvelle-Aquitaine,Boussac,1.964,1.999,,,,2.029,2
Creuse,Nouvelle-Aquitaine,Bénévent-l'Abbaye,1.949,1.979,,,,,1
Creuse,Nouvelle-Aquitaine,Chambon-sur-Voueize,1.919,,,,1.919,1.989,1
Creuse,Nouvelle-Aquitaine,Chénérailles,1.969,2.019,,,,2.069,1
Creuse,Nouvelle-Aquitaine,Dun-le-Palestel,1.894,,,,1.886,1.957,1
Creuse,Nouvelle-Aquitaine,Felletin,1.909,1.939,,,,1.999,1
Creuse,Nouvelle-Aquitaine,Fursac,2.02,,,,1.94,1.99,1
Creuse,Nouvelle-Aquitaine,Gouzon,1.969,1.999,,,,2.029,1
Creuse,Nouvelle-Aquitaine,Guéret,1.974,1.9166666666666667,,,1.921,2.0163333333333333,4
Creuse,Nouvelle-Aquitaine,La Souterraine,1.9613333333333334,1.9449999999999998,1.036,,1.8780000000000001,1.993,3
Creuse,Nouvelle-Aquitaine,Le Grand-Bourg,1.965,1.989,1.089,,,,1
Creuse,Nouvelle-Aquitaine,Parsac-Rimondeix,1.99,,1.179,1.034,1.99,1.99,1
Creuse,Nouvelle-Aquitaine,Saint-Maurice-la-Souterraine,2.22,,,,,,1
Creuse,Nouvelle-Aquitaine,Saint-Sulpice-le-Guérétois,2.164,,1.159,,2.053,2.103,1
Creuse,Nouvelle-Aquitaine,Saint-Vaury,1.929,1.999,,,1.959,,1
Creuse,Nouvelle-Aquitaine,Sainte-Feyre,1.918,,0.998,,1.875,,1
Creuse,Nouvelle-Aquitaine,Sardent,1.928,,1.06,,1.946,,1
Creuse,Nouvelle-Aquitaine,Évaux-les-Bains,1.939,2.039,,,1.999,,1
Côte-d'Or,Bourgogne-Franche-Comté,Aignay-le-Duc,1.999,2.049,,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Aiserey,1.979,2.049,,,,2.099,1
Côte-d'Or,Bourgogne-Franche-Comté,Arc-sur-Tille,1.909,,1.029,,1.899,1.985,1
Côte-d'Or,Bourgogne-Franche-Comté,Arnay-le-Duc,1.6290000000000002,2.0140000000000002,,,1.969,2.0856666666666666,3
Côte-d'Or,Bourgogne-Franche-Comté,Auxonne,1.953,,1.014,2.119,1.9183333333333332,1.9735,3
Côte-d'Or,Bourgogne-Franche-Comté,Beaune,1.9267142857142858,,1.019,1.099,1.9004285714285716,1.983,7
Côte-d'Or,Bourgogne-Franche-Comté,Bligny-sur-Ouche,2.047333333333333,2.049,,1.054,2.1215,2.1806666666666668,3
Côte-d'Or,Bourgogne-Franche-Comté,Bretenière,1.899,1.929,,,1.889,,1
Côte-d'Or,Bourgogne-Franche-Comté,Brochon,1.909,,,,1.939,1.999,1
Côte-d'Or,Bourgogne-Franche-Comté,Brognon,1.99,,1.249,1.054,1.99,,1
Côte-d'Or,Bourgogne-Franche-Comté,Chenôve,1.8955,1.989,,0.899,1.876,1.9975,2
Côte-d'Or,Bourgogne-Franche-Comté,Chevigny-Saint-Sauveur,1.924,1.999,1.039,,1.869,2.039,2
Côte-d'Or,Bourgogne-Franche-Comté,Châtillon-sur-Seine,1.97675,2.024,1.0234999999999999,1.21,1.9695,2.0126666666666666,4
Côte-d'Or,Bourgogne-Franche-Comté,Corgoloin,1.99,1.99,,,,1.99,1
Côte-d'Or,Bourgogne-Franche-Comté,Corpeau,1.939,,,,1.935,1.997,1
Côte-d'Or,Bourgogne-Franche-Comté,Créancey,1.9740000000000002,2.009,,,2.039,2.119,2
Côte-d'Or,Bourgogne-Franche-Comté,Crépand,1.99,,,,1.99,1.99,1
Côte-d'Or,Bourgogne-Franche-Comté,Dijon,1.9624615384615385,1.95475,1.077,0.9415,1.9411818181818183,1.9935454545454545,13
Côte-d'Or,Bourgogne-Franche-Comté,Fain-lès-Montbard,1.939,1.989,,,1.949,1.999,1
Côte-d'Or,Bourgogne-Franche-Comté,Fleurey-sur-Ouche,1.929,,0.998,,1.959,1.999,1
Côte-d'Or,Bourgogne-Franche-Comté,Fontaine-Française,1.929,,0.998,,1.869,1.949,1
Côte-d'Or,Bourgogne-Franche-Comté,Fontaine-lès-Dijon,1.9443333333333335,,1.089,,1.9465,1.984,3
Côte-d'Or,Bourgogne-Franche-Comté,Genlis,1.9696666666666667,2.02,1.009,,1.899,2.0163333333333333,3
Côte-d'Or,Bourgogne-Franche-Comté,Gevrey-Chambertin,2.0815,,,1.054,2.0365,2.1795,2
Côte-d'Or,Bourgogne-Franche-Comté,Gilly-lès-Cîteaux,1.999,2.049,1.049,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Gissey-le-Vieil,1.959,,,,2.017,2.135,1
Côte-d'Or,Bourgogne-Franche-Comté,Glanon,2.119,,,1.054,2.079,2.179,2
Côte-d'Or,Bourgogne-Franche-Comté,Is-sur-Tille,1.9546666666666666,1.99,1.0590000000000002,,1.9620000000000002,2.0490000000000004,3
Côte-d'Or,Bourgogne-Franche-Comté,La Roche-en-Brenil,1.989,2.059,,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Laignes,1.999,2.049,1.049,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Levernois,1.887,,0.99,,1.858,1.945,1
Côte-d'Or,Bourgogne-Franche-Comté,Liernais,1.978,2.046,,,,2.085,1
Côte-d'Or,Bourgogne-Franche-Comté,Longvic,1.9945,,1.049,,2.0195,2.0395,3
Côte-d'Or,Bourgogne-Franche-Comté,Marsannay-la-Côte,1.9076666666666666,1.889,0.986,0.899,1.9064999999999999,1.9743333333333333,3
Côte-d'Or,Bourgogne-Franche-Comté,Merceuil,1.99,,1.259,1.054,1.99,1.99,3
Côte-d'Or,Bourgogne-Franche-Comté,Mirebeau-sur-Bèze,,,,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Montbard,1.9645000000000001,1.989,,,1.9695,1.99,2
Côte-d'Or,Bourgogne-Franche-Comté,Noiron-sous-Gevrey,1.979,2.049,1.049,,,2.089,1
Côte-d'Or,Bourgogne-Franche-Comté,Nolay,1.9845000000000002,1.99,,,2.039,2.089,2
Côte-d'Or,Bourgogne-Franche-Comté,Nuits-Saint-Georges,1.9456666666666667,1.969,0.999,,1.904,2.0245,3
Côte-d'Or,Bourgogne-Franche-Comté,Pont,1.972,,1.249,1.037,1.97,2.045,2
Côte-d'Or,Bourgogne-Franche-Comté,Pontailler-sur-Saône,1.979,2.049,,,,2.089,1
Côte-d'Or,Bourgogne-Franche-Comté,Pouilly-en-Auxois,1.9540000000000002,,,,1.989,2.079,2
Côte-d'Or,Bourgogne-Franche-Comté,Précy-sous-Thil,1.979,2.049,,,,,1
Côte-d'Or,Bourgogne-Franche-Comté,Quetigny,1.9235,1.875,0.999,,1.8439999999999999,1.919,2
Côte-d'Or,Bourgogne-Franche-Comté,Saint-Apollinaire,1.929,1.929,,,1.889,1.968,1
Côte-d'Or,Bourgogne-Franche-Comté,Saint-Julien,1.929,,,,1.899,1.975,1
Côte-d'Or,Bourgogne-Franche-Comté,Saint-Martin-du-Mont,1.939,,,,1.939,1.999,1
Côte-d'Or,Bourgogne-Franche-Comté,Saint-Usage,1.969,,,,1.929,2.009,1
Côte-d'Or,Bourgogne-Franche-Comté,Saulieu,1.9740000000000002,2.059,,,2.0145,2.0545,2
Côte-d'Or,Bourgogne-Franche-Comté,Selongey,1.979,2.039,,,1.999,,1
Côte-d'Or,Bourgogne-Franche-Comté,Semur-en-Auxois,1.9526666666666668,1.9926666666666666,1.19,,1.949,2.099,3
Côte-d'Or,Bourgogne-Franche-Comté,Sennecey-lès-Dijon,1.899,,1.029,,1.979,1.979,1
Côte-d'Or,Bourgogne-Franche-Comté,Seurre,1.9560000000000002,1.9945,,,1.859,1.999,3
Côte-d'Or,Bourgogne-Franche-Comté,Sombernon,1.901,1.952,,,1.89,2.039,2
Côte-d'Or,Bourgogne-Franche-Comté,Talant,1.9335,1.949,1.089,0.904,1.8940000000000001,1.975,2
Côte-d'Or,Bourgogne-Franche-Comté,Til-Châtel,1.9845000000000002,2.039,1.21,,2.08,2.1145,2
Côte-d'Or,Bourgogne-Franche-Comté,Toutry,1.979,2.049,,,,2.089,1
Côte-d'Or,Bourgogne-Franche-Comté,Velars-sur-Ouche,1.929,1.959,,,1.929,,1
Côte-d'Or,Bourgogne-Franche-Comté,Venarey-les-Laumes,1.959,1.989,,,2.049,2.069,2
Côte-d'Or,Bourgogne-Franche-Comté,Vitteaux,1.979,2.039,,,,2.089,1
Côte-d'Or,Bourgogne-Franche-Comté,Éguilly,2.149,,,1.149,2.169,2.289,1
Côte-d'Or,Bourgogne-Franche-Comté,Époisses,1.979,2.049,,,2.029,2.089,1
Côtes-d'Armor,Bretagne,Beaussais-sur-Mer,1.9445000000000001,1.924,,,1.99,1.9689999999999999,2
Côtes-d'Armor,Bretagne,Binic-Étables-sur-Mer,1.9005,,1.0434999999999999,,1.912,1.9835,2
Côtes-d'Armor,Bretagne,Bon Repos sur Blavet,1.99,,,,1.99,1.99,1
Côtes-d'Armor,Bretagne,Bourbriac,1.929,1.965,,,,1.989,1
Côtes-d'Armor,Bretagne,Broons,1.919,1.904,0.998,,,1.945,2
Côtes-d'Armor,Bretagne,Bégard,1.929,,,,1.869,1.949,1
Côtes-d'Armor,Bretagne,Callac,1.959,1.979,0.998,,1.9065,1.947,2
Côtes-d'Armor,Bretagne,Caulnes,1.875,,,,1.869,1.926,1
Côtes-d'Armor,Bretagne,Châtelaudren-Plouagat,1.916,1.969,,,,1.989,1
Côtes-d'Armor,Bretagne,Corlay,,,,,,,1
Côtes-d'Armor,Bretagne,Coëtmieux,1.932,,,0.979,1.894,,1
Côtes-d'Armor,Bretagne,Dinan,1.9300000000000002,1.89,0.994,,1.973,1.958,2
Côtes-d'Armor,Bretagne,Erquy,1.879,,1.019,,1.879,1.969,1
Côtes-d'Armor,Bretagne,Fréhel,1.96,1.985,,,,,1
Côtes-d'Armor,Bretagne,Grâces,1.9380000000000002,1.897,1.15,0.888,1.9154999999999998,1.922,2
Côtes-d'Armor,Bretagne,Guerlédan,1.949,,,,1.846,1.935,1
Côtes-d'Armor,Bretagne,Guingamp,1.952,,,,1.9100000000000001,1.9535,2
Côtes-d'Armor,Bretagne,Hillion,2.181,,1.115,0.987,2.093,2.161,1
Côtes-d'Armor,Bretagne,Jugon-les-Lacs - Commune nouvelle,1.961,2.012,,,,2.045,1
Côtes-d'Armor,Bretagne,Lamballe-Armor,1.9182,1.909,0.996,,1.8744999999999998,1.9502000000000002,6
Côtes-d'Armor,Bretagne,Landebaëron,1.99,1.99,,,,,1
Côtes-d'Armor,Bretagne,Langueux,1.884,,1.018,,1.804,1.937,1
Côtes-d'Armor,Bretagne,Lannion,1.915,1.86,0.988,1.029,1.8638333333333332,1.9476666666666667,6
Côtes-d'Armor,Bretagne,Lanvallay,1.9236666666666666,1.9045,1.099,0.959,2.049,1.9986666666666668,4
Côtes-d'Armor,Bretagne,Lanvollon,1.904,1.918,,,1.876,1.955,1
Côtes-d'Armor,Bretagne,Louargat,1.978,,,,1.956,1.999,1
Côtes-d'Armor,Bretagne,Loudéac,1.9601666666666666,1.9664000000000001,0.982,0.969,1.8920000000000001,1.9695,6
Côtes-d'Armor,Bretagne,Matignon,1.899,,0.999,,1.889,1.975,1
Côtes-d'Armor,Bretagne,Merdrignac,1.9385,1.911,,,1.908,1.984,2
Côtes-d'Armor,Bretagne,Minihy-Tréguier,1.895,,,,1.905,1.968,1
Côtes-d'Armor,Bretagne,Paimpol,1.956,1.954666666666667,1.275,,1.881,1.97425,5
Côtes-d'Armor,Bretagne,Penvénan,1.899,1.919,,,,1.959,1
Côtes-d'Armor,Bretagne,Perros-Guirec,1.99,1.99,,,,1.99,1
Côtes-d'Armor,Bretagne,Plaintel,1.895,,0.998,,1.875,1.952,1
Côtes-d'Armor,Bretagne,Plerneuf,1.932,,,0.939,1.887,1.978,1
Côtes-d'Armor,Bretagne,Plestan,1.99,1.99,,,,,1
Côtes-d'Armor,Bretagne,Plestin-les-Grèves,1.889,,1.015,,1.899,1.985,1
Côtes-d'Armor,Bretagne,Pleubian,1.919,1.948,,,,1.978,1
Côtes-d'Armor,Bretagne,Plouaret,1.989,,1.029,,1.969,,1
Côtes-d'Armor,Bretagne,Plouasne,1.925,1.946,,,,,1
Côtes-d'Armor,Bretagne,Ploubezre,1.929,,0.998,,1.909,1.989,1
Côtes-d'Armor,Bretagne,Ploufragan,1.926,,0.947,,1.802,1.904,1
Côtes-d'Armor,Bretagne,Plouguenast-Langast,1.889,1.919,,,,1.959,1
Côtes-d'Armor,Bretagne,Plouguernével,1.915,,,,1.814,1.901,1
Côtes-d'Armor,Bretagne,Plouha,1.909,1.936,,,,1.974,1
Côtes-d'Armor,Bretagne,Ploulec'h,1.911,,,,1.862,1.941,1
Côtes-d'Armor,Bretagne,Ploumagoar,1.9205,1.865,0.994,,1.874,1.9545,2
Côtes-d'Armor,Bretagne,Plounévez-Moëdec,1.99,,0.994,,1.985,1.99,1
Côtes-d'Armor,Bretagne,Plouézec,1.899,,,,1.889,1.949,1
Côtes-d'Armor,Bretagne,Plouër-sur-Rance,1.899,1.922,0.999,,,1.965,1
Côtes-d'Armor,Bretagne,Pluduno,1.881,,,0.965,1.865,1.971,1
Côtes-d'Armor,Bretagne,Plurien,1.99,,,,1.943,1.99,1
Côtes-d'Armor,Bretagne,Plédran,1.939,,,,1.899,1.969,1
Côtes-d'Armor,Bretagne,Pléhédel,1.99,,,0.88,1.983,1.99,1
Côtes-d'Armor,Bretagne,Plélan-le-Petit,1.935,,0.998,,1.899,1.969,1
Côtes-d'Armor,Bretagne,Plémet,1.873,,,,1.825,1.95,1
Côtes-d'Armor,Bretagne,Pléneuf-Val-André,1.881,1.908,0.984,,1.866,,1
Côtes-d'Armor,Bretagne,Plénée-Jugon,1.925,,,,1.895,1.945,1
Côtes-d'Armor,Bretagne,Plérin,1.893,,0.982,,1.871,1.935,1
Côtes-d'Armor,Bretagne,Plœuc-L'Hermitage,1.931,,,,1.903,1.955,1
Côtes-d'Armor,Bretagne,Pontrieux,1.962,1.952,,,1.934,,1
Côtes-d'Armor,Bretagne,Pordic,1.889,,0.998,,1.849,1.949,1
Côtes-d'Armor,Bretagne,Quessoy,1.919,,,,1.863,1.949,1
Côtes-d'Armor,Bretagne,Quintin,1.9,,,,1.852,1.963,1
Côtes-d'Armor,Bretagne,Quévert,1.894,1.891,,,1.871,1.926,1
Côtes-d'Armor,Bretagne,Rostrenen,1.909,,,0.939,1.855,1.939,1
Côtes-d'Armor,Bretagne,Saint-Brandan,1.892,,,,1.863,1.947,1
Côtes-d'Armor,Bretagne,Saint-Brieuc,1.9502,1.97,0.994,0.944,1.8995,1.98025,5
Côtes-d'Armor,Bretagne,Saint-Jouan-de-l'Isle,1.959,,,,1.979,2.079,1
Côtes-d'Armor,Bretagne,Saint-Lormel,1.899,,0.999,,1.878,1.975,1
Côtes-d'Armor,Bretagne,Saint-Nicolas-du-Pélem,1.9445000000000001,1.927,,,1.962,1.9745,2
Côtes-d'Armor,Bretagne,Saint-Quay-Perros,1.939,,,,1.879,1.939,1
Côtes-d'Armor,Bretagne,Saint-Quay-Portrieux,1.883,,,,1.862,1.946,1
Côtes-d'Armor,Bretagne,Taden,,,0.999,,1.899,1.959,1
Côtes-d'Armor,Bretagne,Tressignaux,2.02,2.04,,,,2.06,1
Côtes-d'Armor,Bretagne,Trébeurden,1.889,,0.998,,1.81,1.908,1
Côtes-d'Armor,Bretagne,Trégastel,1.911,1.86,0.978,,,1.908,1
Côtes-d'Armor,Bretagne,Trégueux,1.897,1.915,,,1.875,,1
