Département,Région,Ville,Gazole_prix,SP95_prix,E85_prix,GPLc_prix,E10_prix,SP98_prix,Nombre d'occurrences
Ain,Auvergne-Rhône-Alpes,Ambérieu-en-Bugey,1.96475,2.069,0.999,1.047,1.924,2.0252499999999998,4
Ain,Auvergne-Rhône-Alpes,Ambérieux-en-Dombes,1.99,,,,1.989,1.99,1
Ain,Auvergne-Rhône-Alpes,Arbent,1.9249999999999998,1.967,,0.969,1.89,2.08,2
Ain,Auvergne-Rhône-Alpes,Artemare,1.909,1.959,,,,1.979,1
Ain,Auvergne-Rhône-Alpes,Attignat,1.999,2.091,1.182,,,2.114,1
Ain,Auvergne-Rhône-Alpes,Balan,1.99,1.99,,,,1.99,1
Ain,Auvergne-Rhône-Alpes,Belley,1.9275,1.9975,,,,1.985,2
Ain,Auvergne-Rhône-Alpes,Beynost,1.877,1.877,0.973,0.99,1.835,1.925,1
Ain,Auvergne-Rhône-Alpes,Bourg-en-Bresse,1.9064285714285714,1.9148,0.9784999999999999,,1.8652000000000002,1.9628333333333332,7
Ain,Auvergne-Rhône-Alpes,Briord,1.939,,,,1.859,1.959,1
Ain,Auvergne-Rhône-Alpes,Bâgé-Dommartin,1.919,1.949,,,1.889,,1
Ain,Auvergne-Rhône-Alpes,Ceignes,2.0695,,1.239,1.0765,2.0595,2.1195,2
Ain,Auvergne-Rhône-Alpes,Ceyzériat,1.889,,1.055,,1.889,1.995,1
Ain,Auvergne-Rhône-Alpes,Chalamont,1.9945,1.9945,,,1.959,,2
Ain,Auvergne-Rhône-Alpes,Chazey-Bons,1.924,,,,1.889,1.975,1
Ain,Auvergne-Rhône-Alpes,Château-Gaillard,1.989,1.984,,,,,2
Ain,Auvergne-Rhône-Alpes,Châtillon-sur-Chalaronne,1.859,1.927,0.998,,1.817,1.961,4
Ain,Auvergne-Rhône-Alpes,Coligny,1.99,,,,,1.99,1
Ain,Auvergne-Rhône-Alpes,Confrançon,1.909,1.939,,,,2.019,1
Ain,Auvergne-Rhône-Alpes,Culoz,1.924,1.999,,,1.89,1.9860000000000002,2
Ain,Auvergne-Rhône-Alpes,Dagneux,2.05,,1.239,,2.041,2.101,2
Ain,Auvergne-Rhône-Alpes,Divonne-les-Bains,1.946,1.973,,,,1.999,1
Ain,Auvergne-Rhône-Alpes,Dortan,2.05,2.01,,,,2.06,1
Ain,Auvergne-Rhône-Alpes,Feillens,1.913,,0.998,,,,1
Ain,Auvergne-Rhône-Alpes,Ferney-Voltaire,1.901,1.9135,0.984,,1.834,1.98,2
Ain,Auvergne-Rhône-Alpes,Gex,1.9263333333333332,1.998,,,1.943,2.044,3
Ain,Auvergne-Rhône-Alpes,Jassans-Riottier,1.929,1.972,,,,1.99,1
Ain,Auvergne-Rhône-Alpes,Jasseron,2.062,,1.229,1.099,2.072,2.132,2
Ain,Auvergne-Rhône-Alpes,Jayat,1.879,,0.998,,1.817,1.923,1
Ain,Auvergne-Rhône-Alpes,La Boisse,1.99,,,,1.99,1.99,1
Ain,Auvergne-Rhône-Alpes,Lagnieu,1.946,,,,1.924,1.984,1
Ain,Auvergne-Rhône-Alpes,Laiz,1.92,,1.06,,1.91,2.02,1
Ain,Auvergne-Rhône-Alpes,Le Poizat-Lalleyriat,1.95,2.02,,,,2.05,1
Ain,Auvergne-Rhône-Alpes,Loyettes,1.99,1.99,,,,,1
Ain,Auvergne-Rhône-Alpes,Maillat,2.036,2.083,,,2.058,,1
Ain,Auvergne-Rhône-Alpes,Malafretaz,1.99,,,,1.99,1.99,1
Ain,Auvergne-Rhône-Alpes,Massieux,1.905,,,,1.876,1.971,1
Ain,Auvergne-Rhône-Alpes,Messimy-sur-Saône,1.99,,,,1.99,1.99,1
Ain,Auvergne-Rhône-Alpes,Meximieux,1.9325,,0.999,,1.919,1.9935,2
Ain,Auvergne-Rhône-Alpes,Mionnay,2.149,,,,2.1145,2.2345,2
Ain,Auvergne-Rhône-Alpes,Miribel,1.911,,,,1.893,1.973,2
Ain,Auvergne-Rhône-Alpes,Montagnieu,,,,,,,1
Ain,Auvergne-Rhône-Alpes,Montceaux,1.935,,,,1.898,2.031,1
Ain,Auvergne-Rhône-Alpes,Montluel,1.899,,0.999,,1.8425,1.9465,2
Ain,Auvergne-Rhône-Alpes,Montrevel-en-Bresse,1.903,1.939,,,1.915,,1
Ain,Auvergne-Rhône-Alpes,Montréal-la-Cluse,1.949,1.899,,,,1.919,1
Ain,Auvergne-Rhône-Alpes,Nantua,1.935,,,,1.904,1.989,1
Ain,Auvergne-Rhône-Alpes,Neuville-sur-Ain,1.859,,0.998,,1.835,1.919,1
Ain,Auvergne-Rhône-Alpes,Nurieux-Volognat,1.99,1.99,,,,,1
Ain,Auvergne-Rhône-Alpes,Oyonnax,1.962,1.935,0.9983333333333334,0.964,1.857,1.993,4
Ain,Auvergne-Rhône-Alpes,Plateau d'Hauteville,1.953,,,,1.924,1.989,1
Ain,Auvergne-Rhône-Alpes,Polliat,1.99,,,,1.99,1.99,1
Ain,Auvergne-Rhône-Alpes,Pont-d'Ain,1.9009999999999998,1.93,1.04,,1.8965,1.9769999999999999,2
Ain,Auvergne-Rhône-Alpes,Port,1.965,,0.999,,1.905,1.989,1
Ain,Auvergne-Rhône-Alpes,Péron,1.919,,0.999,,1.819,1.899,1
Ain,Auvergne-Rhône-Alpes,Péronnas,1.939,1.939,0.999,0.999,1.989,2.034,2
Ain,Auvergne-Rhône-Alpes,Replonges,1.918,1.948,,,1.876,,1
Ain,Auvergne-Rhône-Alpes,Saint-André-de-Corcy,1.9526666666666668,1.999,0.999,,1.9695,2.006,3
Ain,Auvergne-Rhône-Alpes,Saint-Bénigne,1.939,1.979,,,,2.009,1
Ain,Auvergne-Rhône-Alpes,Saint-Denis-lès-Bourg,1.967,1.929,1.025,,1.934,1.9769999999999999,2
Ain,Auvergne-Rhône-Alpes,Saint-Didier-sur-Chalaronne,1.909,,0.999,,1.869,,1
Ain,Auvergne-Rhône-Alpes,Saint-Genis-Pouilly,1.959,,0.999,,1.909,1.899,2
Ain,Auvergne-Rhône-Alpes,Saint-Jean-le-Vieux,,,,,,,2
Pyrénées-Atlantiques,Nouvelle-Aquitaine,Saint-Jean-le-Vieux,1.99,,,,1.977,1.99,2
Ain,Auvergne-Rhône-Alpes,Saint-Maurice-de-Gourdans,1.99,1.99,,,,,1
Ain,Auvergne-Rhône-Alpes,Saint-Rambert-en-Bugey,1.97,2.01,,,,2.07,1
Ain,Auvergne-Rhône-Alpes,Saint-Trivier-de-Courtes,1.918,1.938,,,,1.979,1
Ain,Auvergne-Rhône-Alpes,Saint-Vulbas,1.99,,1.099,,1.99,1.99,1
Ain,Auvergne-Rhône-Alpes,Saint-Étienne-du-Bois,1.919,,,,1.859,1.952,1
Ain,Auvergne-Rhône-Alpes,Servas,1.909,,0.998,,1.889,1.969,1
Ain,Auvergne-Rhône-Alpes,Ségny,1.891,1.868,1.026,,1.835,1.902,1
Ain,Auvergne-Rhône-Alpes,Thoiry,1.95,,,,1.89,1.95,2
Yvelines,Île-de-France,Thoiry,1.983,2.023,,,1.998,2.08,2
Ain,Auvergne-Rhône-Alpes,Torcieu,1.95,1.97,,,,,1
Ain,Auvergne-Rhône-Alpes,Tossiat,1.969,1.989,,,,2.019,1
Ain,Auvergne-Rhône-Alpes,Trévoux,1.931,1.929,,,,1.975,1
Ain,Auvergne-Rhône-Alpes,Valserhône,1.9740000000000002,1.889,,,1.9140000000000001,2.059,2
Ain,Auvergne-Rhône-Alpes,Villars-les-Dombes,1.919,1.959,,,1.889,1.989,1
Ain,Auvergne-Rhône-Alpes,Viriat,1.9829999999999999,1.9895,,,1.99,2.0045,3
Ain,Auvergne-Rhône-Alpes,Vonnas,1.8925,1.877,,,1.8679999999999999,1.969,2
Aisne,Hauts-de-France,Anizy-le-Grand,1.939,1.959,,,1.909,1.989,1
Aisne,Hauts-de-France,Autreville,1.939,1.959,,,,1.979,1
Aisne,Hauts-de-France,Beautor,1.871,,0.988,,1.861,1.933,1
Aisne,Hauts-de-France,Bellicourt,1.99,1.99,,,,,1
Aisne,Hauts-de-France,Blérancourt,1.969,,,,1.989,2.027,1
Aisne,Hauts-de-France,Bohain-en-Vermandois,1.92,,0.998,,1.91,1.985,2
Aisne,Hauts-de-France,Braine,1.979,,1.069,,1.959,2.029,1
Aisne,Hauts-de-France,Bruyères-et-Montbérault,1.99,,,,1.99,,1
Aisne,Hauts-de-France,Buironfosse,1.939,,,,1.989,,1
Aisne,Hauts-de-France,Chambry,1.877,,0.985,0.995,1.857,1.936,1
Aisne,Hauts-de-France,Charly-sur-Marne,1.913,1.888,0.986,,,1.933,1
Aisne,Hauts-de-France,Chauny,1.939,,0.999,0.958,1.899,1.979,1
Aisne,Hauts-de-France,Château-Thierry,1.9425,1.8945,0.98,,1.91225,2.0006666666666666,4
Aisne,Hauts-de-France,Condren,1.99,,,,1.982,1.99,1
Aisne,Hauts-de-France,Crouy,,,,,,,1
Aisne,Hauts-de-France,Crécy-au-Mont,1.928,,0.994,,1.889,1.981,1
Aisne,Hauts-de-France,Crécy-sur-Serre,1.979,,1.069,,1.969,2.007,1
Aisne,Hauts-de-France,Crépy,1.969,,,,1.999,,1
Aisne,Hauts-de-France,Dizy-le-Gros,1.939,,,,1.969,,1
Aisne,Hauts-de-France,Essigny-le-Grand,1.99,,1.249,1.054,1.99,1.99,1
Aisne,Hauts-de-France,Fayet,1.933,,0.96,0.956,1.889,1.963,1
Aisne,Hauts-de-France,Fontaine-lès-Vervins,1.93,,,,1.928,,1
Aisne,Hauts-de-France,Fresnoy-le-Grand,1.915,1.953,,,,1.98,1
Aisne,Hauts-de-France,Fère-en-Tardenois,1.944,1.984,0.999,,,2.099,2
Aisne,Hauts-de-France,Gauchy,1.888,,0.998,0.95,1.859,1.936,1
Aisne,Hauts-de-France,Guise,1.96,1.94,1.169,0.999,1.9355,1.9933333333333334,3
Aisne,Hauts-de-France,Harly,1.907,,0.978,0.956,1.83,1.903,1
Aisne,Hauts-de-France,Hirson,1.9033333333333333,,,0.959,1.8689999999999998,1.9566666666666668,3
Aisne,Hauts-de-France,Jussy,1.969,,1.069,,1.949,2.004,1
Aisne,Hauts-de-France,La Capelle,1.939,1.979,,,,1.999,1
Aisne,Hauts-de-France,La Ferté-Milon,1.935,1.999,1.099,,,2.029,2
Aisne,Hauts-de-France,La Fère,1.999,1.999,,,,2.039,1
Aisne,Hauts-de-France,La Neuville-lès-Dorengt,1.94,1.965,,,,1.989,1
Aisne,Hauts-de-France,Laon,1.9362857142857144,1.9456666666666667,1.0526666666666664,,1.9032,1.9766666666666666,7
Aisne,Hauts-de-France,Le Nouvion-en-Thiérache,1.969,1.989,,,,2.0,1
Aisne,Hauts-de-France,Lislet,1.929,1.945,,,,1.975,1
Aisne,Hauts-de-France,Marle,1.9645000000000001,1.969,1.069,,1.982,1.99,2
Aisne,Hauts-de-France,Neuilly-Saint-Front,1.854,,,,1.841,1.92,1
Aisne,Hauts-de-France,Neuville-Saint-Amand,1.907,,0.978,,1.83,1.903,1
Aisne,Hauts-de-France,Origny-Sainte-Benoite,1.959,1.929,,,,1.969,1
Aisne,Hauts-de-France,Ressons-le-Long,1.937,,0.998,,1.885,1.978,1
Aisne,Hauts-de-France,Ribemont,1.879,,0.998,,1.869,,1
Aisne,Hauts-de-France,Rozoy-sur-Serre,1.945,,0.998,,1.895,1.975,1
Aisne,Hauts-de-France,Saint-Erme-Outre-et-Ramecourt,1.92,,0.999,,1.857,1.936,1
Aisne,Hauts-de-France,Saint-Quentin,1.929,1.949,1.0583333333333333,0.976,1.9204999999999999,1.9948000000000001,8
Aisne,Hauts-de-France,Soissons,1.9471428571428573,1.955,0.9949999999999999,1.004,1.9183333333333332,1.9837142857142855,7
Aisne,Hauts-de-France,Vailly-sur-Aisne,1.919,1.965,,,,1.986,1
Aisne,Hauts-de-France,Vauxbuin,,,,,,,1
Aisne,Hauts-de-France,Venizel,1.92,1.965,,,,1.986,1
Aisne,Hauts-de-France,Vervins,1.9699999999999998,1.887,0.998,,1.886,1.9295,2
Aisne,Hauts-de-France,Villeneuve-sur-Aisne,2.0223333333333335,1.989,1.429,1.054,2.0620000000000003,2.0879999999999996,3
Aisne,Hauts-de-France,Villers-Cotterêts,1.9777999999999998,1.9780000000000002,1.1456666666666666,,1.9155,2.026666666666667,5
Aisne,Hauts-de-France,Viry-Noureuil,1.939,,,0.959,1.899,1.974,1
Aisne,Hauts-de-France,Étréaupont,1.939,,,,1.989,,1
Aisne,Hauts-de-France,Étrépilly,2.129,,,1.054,2.079,2.179,2
Allier,Auvergne-Rhône-Alpes,Ainay-le-Château,1.916,1.934,,,1.894,,1
Allier,Auvergne-Rhône-Alpes,Avermes,1.9093333333333333,1.919,0.989,1.049,1.99,1.99,3
Allier,Auvergne-Rhône-Alpes,Bellerive-sur-Allier,1.941,,1.032,,1.847,1.937,2
Allier,Auvergne-Rhône-Alpes,Bourbon-l'Archambault,1.979,1.999,,,,2.049,1
Allier,Auvergne-Rhône-Alpes,Broût-Vernet,1.989,,,,2.049,2.112,1
Allier,Auvergne-Rhône-Alpes,Charmeil,1.99,,,,1.99,,1
Allier,Auvergne-Rhône-Alpes,Commentry,1.957,1.969,0.996,,1.9445000000000001,1.9753333333333334,3
Allier,Auvergne-Rhône-Alpes,Cosne-d'Allier,1.95,1.97,,,,2.029,1
Allier,Auvergne-Rhône-Alpes,Cusset,1.936,1.929,0.994,,1.99,1.9803333333333333,3
Allier,Auvergne-Rhône-Alpes,Cérilly,1.979,2.039,,,,,1
Allier,Auvergne-Rhône-Alpes,Deux-Chaises,1.99,,,,1.99,1.99,1
Allier,Auvergne-Rhône-Alpes,Dompierre-sur-Besbre,1.9720000000000002,2.0300000000000002,,,,2.078,3
Allier,Auvergne-Rhône-Alpes,Domérat,1.96275,1.955,,0.955,1.93925,1.9982499999999999,4
Allier,Auvergne-Rhône-Alpes,Doyet,2.119,,,1.054,2.069,2.179,2
Allier,Auvergne-Rhône-Alpes,Désertines,1.9300000000000002,1.969,,,1.889,1.9825,2
Allier,Auvergne-Rhône-Alpes,Gannat,1.9707999999999999,1.979,0.996,1.056,1.95075,2.0220000000000002,5
Allier,Auvergne-Rhône-Alpes,Huriel,1.925,1.949,,,,1.989,1
Allier,Auvergne-Rhône-Alpes,Lapalisse,1.9392,2.0175,1.0485,,1.9493333333333334,2.022,5
Allier,Auvergne-Rhône-Alpes,Le Donjon,2.02,2.1,,,,2.12,1
Allier,Auvergne-Rhône-Alpes,Le Mayet-de-Montagne,1.936,,,,,,1
Allier,Auvergne-Rhône-Alpes,Lurcy-Lévis,1.979,2.049,,,,2.099,1
Allier,Auvergne-Rhône-Alpes,Montluçon,1.928857142857143,1.91125,0.998,,1.9289999999999998,1.9694285714285713,7
Allier,Auvergne-Rhône-Alpes,Montmarault,1.959,1.959,1.279,,2.049,2.069,2
Allier,Auvergne-Rhône-Alpes,Moulins,1.9509999999999998,1.944,0.9964999999999999,0.986,1.9233333333333331,1.9929999999999999,3
Allier,Auvergne-Rhône-Alpes,Néris-les-Bains,1.959,1.999,,,1.963,2.02,1
Allier,Auvergne-Rhône-Alpes,Prémilhat,1.914,1.975,,0.959,1.907,2.009,1
Allier,Auvergne-Rhône-Alpes,Saint-Germain-des-Fossés,1.909,,0.998,,1.939,,1
Allier,Auvergne-Rhône-Alpes,Saint-Pourçain-sur-Sioule,1.9435,1.979,1.039,0.986,1.946,1.99,4
Allier,Auvergne-Rhône-Alpes,Saint-Victor,1.9485000000000001,1.982,1.015,,1.847,2.097,2
Allier,Auvergne-Rhône-Alpes,Saint-Yorre,1.989,2.019,,,,1.969,1
Allier,Auvergne-Rhône-Alpes,Saulcet,2.045,2.156,,,,2.199,1
Allier,Auvergne-Rhône-Alpes,Souvigny,1.999,1.956,,,1.925,,1
Allier,Auvergne-Rhône-Alpes,Toulon-sur-Allier,2.1465,,1.422,,2.071,2.207,2
Allier,Auvergne-Rhône-Alpes,Vallon-en-Sully,1.949,1.999,,,,2.049,1
Allier,Auvergne-Rhône-Alpes,Varennes-sur-Allier,1.96325,2.0575,,,1.9745,2.04675,4
Allier,Auvergne-Rhône-Alpes,Vichy,1.963,,,,1.973,2.003,3
Allier,Auvergne-Rhône-Alpes,Yzeure,1.9540000000000002,2.004,,,,2.0490000000000004,2
Allier,Auvergne-Rhône-Alpes,Ébreuil,1.988,,,,1.999,2.058,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Antibes,1.94575,1.9115,1.131,0.985,1.924909090909091,1.9966000000000002,12
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Beaulieu-sur-Mer,1.99,,,,1.99,1.99,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Beausoleil,2.0145,2.089,,1.031,1.99,2.0745,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Biot,1.999,2.119,,,,2.169,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Breil-sur-Roya,2.09,,,,2.147,2.196,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cagnes-sur-Mer,1.9825,,1.079,1.089,1.948,2.0364285714285715,8
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cannes,1.9661818181818183,2.13,1.0106,0.999,1.9350999999999998,2.020909090909091,11
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cantaron,2.005,1.98,,,,2.019,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cap-d'Ail,1.99,,,,1.99,1.99,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Carros,1.99,,,,,,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Colomars,1.919,,,,1.929,2.029,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Drap,1.99,2.07,,,,2.09,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Gattières,1.966,,,,1.871,1.94,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Grasse,1.974,,0.9993333333333333,0.966,1.92275,1.997125,8
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Isola,2.089,2.171,,,,2.192,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Bollène-Vésubie,1.999,2.059,,,2.049,2.086,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Colle-sur-Loup,1.883,1.884,,,1.842,1.924,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Gaude,1.9835,1.998,1.148,,1.979,2.05,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Roquette-sur-Siagne,1.976,2.169,0.998,,1.915,2.104,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Trinité,1.918,,0.99,,1.909,1.979,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,La Turbie,2.081,2.159,,1.031,2.101,2.1565000000000003,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Le Cannet,1.9458333333333335,1.892,1.1656666666666666,1.054,1.9256666666666666,2.0014,6
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Le Rouret,1.959,,,,1.969,2.049,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Le Tignet,1.909,1.905,,,,,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Levens,2.0195,2.085,,,,2.106,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Mandelieu-la-Napoule,1.954,,1.049,0.979,1.948,2.042,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Menton,2.00925,2.018333333333333,1.0316666666666665,,2.034,2.0745,4
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Mouans-Sartoux,1.979,,,,1.929,2.029,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Mougins,1.9902000000000002,,1.1303333333333334,,1.989,2.077,5
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Nice,1.9734615384615386,1.964,1.16925,0.9488,1.956,2.0180000000000002,26
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Opio,2.0999999999999996,2.13,1.19,,2.18,2.24,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Peymeinade,1.9885000000000002,,,,1.955,1.99,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Puget-Théniers,1.9245,1.899,,,1.99,1.9495,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Pégomas,1.905,1.96,0.995,,1.929,2.017,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Roquebrune-Cap-Martin,2.0193333333333334,,1.0665,,2.0340000000000003,2.1026666666666665,3
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Roquefort-les-Pins,1.986,,0.994,,1.9595,2.0045,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Saint-Cézaire-sur-Siagne,1.965,1.989,,,,1.998,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Saint-Jeannet,2.062,,,,2.129,2.192,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Saint-Laurent-du-Var,1.9969999999999999,2.06,1.119,0.999,2.0116,2.0416,5
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Saint-Vallier-de-Thiey,1.98,,0.998,,1.926,1.995,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Saint-Étienne-de-Tinée,1.99,1.99,,,,1.99,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Séranon,1.96,,,,1.98,2.03,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Tende,2.03,2.15,,,,,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Valbonne,1.9615,1.881,0.994,,1.99,1.9495,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Vallauris,1.9436666666666664,,0.9835,,1.9236666666666666,1.9726666666666668,3
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Vence,2.0095,,,0.994,2.0045,2.0745,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Villefranche-sur-Mer,1.99,,,,1.99,1.99,1
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Villeneuve-Loubet,1.9155,,,0.949,1.8995000000000002,1.9485000000000001,2
Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Èze,2.14,,,,2.19,2.26,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Allos,2.02,2.03,,,,2.13,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Annot,1.999,2.065,,,,,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Aubignosc,2.084,,,1.054,2.084,2.184,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Barcelonnette,1.9829999999999999,1.99,,,1.9935,2.0196666666666667,3
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Barrême,1.965,,1.199,,1.993,2.053,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Castellane,2.0170000000000003,,,,2.0060000000000002,2.061,2
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Château-Arnoux-Saint-Auban,1.9505,2.039,1.0065,0.999,1.9509999999999998,2.0196666666666667,4
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Céreste,1.922,,,,1.894,1.971,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Digne-les-Bains,1.9646666666666668,2.039,0.957,0.9475,1.9456666666666667,1.983,3
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Entrevaux,1.9340000000000002,,0.998,,1.9585,2.034,2
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Forcalquier,1.939,,0.996,,1.904,1.984,2
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Gréoux-les-Bains,1.99,,,,1.99,1.99,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,La Brillanne,1.9645000000000001,1.999,1.099,,2.0145,2.059,2
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,La Palud-sur-Verdon,1.989,2.039,,,,,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Les Mées,1.979,,0.999,,1.939,1.999,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Mallemoisson,1.948,1.998,,,,2.048,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Manosque,1.9237142857142857,2.019,1.0565,0.8816666666666667,1.8964999999999999,1.9807142857142856,7
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Moustiers-Sainte-Marie,1.97,1.97,,,,1.99,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Oraison,1.9296666666666666,,1.059,,1.9043333333333334,1.9863333333333335,4
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Peipin,1.969,,0.998,,1.909,1.979,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Riez,1.9495,2.09,1.25,,1.853,1.922,3
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Saint-André-les-Alpes,1.9845000000000002,1.99,,,1.999,1.99,2
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Saint-Pons,1.969,2.017,1.199,1.069,1.997,2.079,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Seyne,1.899,,,,1.899,1.979,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Sisteron,1.91825,1.979,1.0114999999999998,0.999,1.93575,1.99075,4
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Valensole,1.9140000000000001,2.019,,,1.939,2.019,3
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Villars-Colmars,1.98,1.99,,,,,1
Alpes-de-Haute-Provence,Provence-Alpes-Côte d'Azur,Volx,1.99,,1.249,,1.99,,1
Ardennes,Grand Est,Amagne,1.955,,,,1.959,2.039,1
Ardennes,Grand Est,Asfeld,1.9595,1.989,,,1.99,1.99,2
Ardennes,Grand Est,Attigny,1.99,1.95,1.29,,1.99,1.99,2
Ardennes,Grand Est,Bazeilles,1.969,,,,,2.029,1
Ardennes,Grand Est,Blagny,1.929,1.979,,,,1.989,1
Ardennes,Grand Est,Bogny-sur-Meuse,1.967,,0.998,,1.959,1.998,1
Ardennes,Grand Est,Carignan,1.969,1.939,0.998,,1.87,1.97,1
Ardennes,Grand Est,Charleville-Mézières,1.9721666666666666,,0.9903333333333334,0.994,1.9466666666666665,1.9963333333333333,6
Ardennes,Grand Est,Château-Porcien,1.959,1.989,,,,2.099,1
Ardennes,Grand Est,Cliron,1.939,,,,1.969,2.049,1
Ardennes,Grand Est,Donchery,1.999,1.999,,,,2.039,1
Ardennes,Grand Est,Fumay,1.9500000000000002,1.99,,,1.99,1.969,3
Ardennes,Grand Est,Givet,1.9969999999999999,2.11,0.998,,1.888,1.963,2
Ardennes,Grand Est,Hierges,1.91,,1.16,,1.95,,1
Ardennes,Grand Est,Les Hautes-Rivières,1.997,,,,1.999,2.068,1
Ardennes,Grand Est,Maubert-Fontaine,1.931,,0.998,,1.91,1.983,1
Ardennes,Grand Est,Monthermé,1.979,1.975,,,1.99,2.007,2
Ardennes,Grand Est,Mouzon,2.059,2.09,,,,2.133,1
Ardennes,Grand Est,Nouzonville,1.97,1.975,,,,1.999,1
Ardennes,Grand Est,Poix-Terron,1.999,,,,2.034,2.06,1
Ardennes,Grand Est,Renwez,1.91,,,,1.959,1.995,1
Ardennes,Grand Est,Rethel,1.911,,0.994,,1.8944999999999999,1.9745,2
Ardennes,Grand Est,Revin,1.966,,,,1.968,,1
Ardennes,Grand Est,Rimogne,1.939,1.965,1.039,,,1.989,1
Ardennes,Grand Est,Rocroi,1.929,1.923,,,,1.969,1
